obs_space:  [Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32)]
share_obs_space:  [Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32)]
act_space:  [Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32)]
act high:  [1. 1. 1.]
obs_dim:  12
share_obs_dim:  360
act_dim:  3
[Progress] Iter 1/1000 | avg_reward=78.3487 | p2p_mean=0.0991 | grid_buy_mean=3.2171 | grid_sell_mean=0.4683 | carbon_resp_mean=1.9210 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000100 | entropy_coef=0.0300
[Progress] Iter 865/1000 | avg_reward=86.3654 | p2p_mean=0.1044 | grid_buy_mean=3.0068 | grid_sell_mean=0.2929 | carbon_resp_mean=1.7625 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000014 | entropy_coef=0.0300
[Progress] Iter 870/1000 | avg_reward=85.7689 | p2p_mean=0.1107 | grid_buy_mean=3.0783 | grid_sell_mean=0.2920 | carbon_resp_mean=1.8113 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000013 | entropy_coef=0.0300
[Progress] Iter 875/1000 | avg_reward=85.7232 | p2p_mean=0.1262 | grid_buy_mean=3.0455 | grid_sell_mean=0.3029 | carbon_resp_mean=1.7763 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000013 | entropy_coef=0.0300
[Progress] Iter 880/1000 | avg_reward=85.5860 | p2p_mean=0.1070 | grid_buy_mean=3.0441 | grid_sell_mean=0.2911 | carbon_resp_mean=1.7837 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000012 | entropy_coef=0.0300
[Progress] Iter 885/1000 | avg_reward=86.2917 | p2p_mean=0.1197 | grid_buy_mean=3.0091 | grid_sell_mean=0.2934 | carbon_resp_mean=1.7687 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000012 | entropy_coef=0.0300
[Progress] Iter 890/1000 | avg_reward=85.0424 | p2p_mean=0.1176 | grid_buy_mean=3.0624 | grid_sell_mean=0.3224 | carbon_resp_mean=1.7993 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000011 | entropy_coef=0.0300
[Progress] Iter 895/1000 | avg_reward=85.0546 | p2p_mean=0.1118 | grid_buy_mean=3.0797 | grid_sell_mean=0.2948 | carbon_resp_mean=1.7972 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000011 | entropy_coef=0.0300
[Progress] Iter 900/1000 | avg_reward=83.4181 | p2p_mean=0.1074 | grid_buy_mean=3.0727 | grid_sell_mean=0.3134 | carbon_resp_mean=1.7966 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000010 | entropy_coef=0.0300
[Progress] Iter 905/1000 | avg_reward=84.6632 | p2p_mean=0.1161 | grid_buy_mean=3.1310 | grid_sell_mean=0.3069 | carbon_resp_mean=1.8289 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000010 | entropy_coef=0.0300
[Progress] Iter 910/1000 | avg_reward=83.9510 | p2p_mean=0.1104 | grid_buy_mean=3.1476 | grid_sell_mean=0.3313 | carbon_resp_mean=1.8461 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000009 | entropy_coef=0.0300
[Progress] Iter 915/1000 | avg_reward=85.5285 | p2p_mean=0.1389 | grid_buy_mean=3.1154 | grid_sell_mean=0.3165 | carbon_resp_mean=1.8150 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000009 | entropy_coef=0.0300
[Progress] Iter 920/1000 | avg_reward=85.0057 | p2p_mean=0.1125 | grid_buy_mean=3.2051 | grid_sell_mean=0.2817 | carbon_resp_mean=1.8767 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000008 | entropy_coef=0.0300
[Progress] Iter 925/1000 | avg_reward=83.7410 | p2p_mean=0.1357 | grid_buy_mean=3.1457 | grid_sell_mean=0.3227 | carbon_resp_mean=1.8275 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000008 | entropy_coef=0.0300
[Progress] Iter 930/1000 | avg_reward=84.4479 | p2p_mean=0.1103 | grid_buy_mean=3.0291 | grid_sell_mean=0.3236 | carbon_resp_mean=1.7792 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000007 | entropy_coef=0.0300
[Progress] Iter 935/1000 | avg_reward=84.1779 | p2p_mean=0.0986 | grid_buy_mean=3.1455 | grid_sell_mean=0.3133 | carbon_resp_mean=1.8408 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000007 | entropy_coef=0.0300
[Progress] Iter 940/1000 | avg_reward=84.4106 | p2p_mean=0.1071 | grid_buy_mean=3.0773 | grid_sell_mean=0.3156 | carbon_resp_mean=1.8119 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000006 | entropy_coef=0.0300
[Progress] Iter 945/1000 | avg_reward=83.6289 | p2p_mean=0.1143 | grid_buy_mean=3.1569 | grid_sell_mean=0.3113 | carbon_resp_mean=1.8388 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000006 | entropy_coef=0.0300
[Progress] Iter 950/1000 | avg_reward=84.1412 | p2p_mean=0.1109 | grid_buy_mean=3.1204 | grid_sell_mean=0.3143 | carbon_resp_mean=1.8174 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000005 | entropy_coef=0.0300
[Progress] Iter 955/1000 | avg_reward=84.7642 | p2p_mean=0.1196 | grid_buy_mean=3.0777 | grid_sell_mean=0.3202 | carbon_resp_mean=1.7900 | carbon_price=50.0000 | avg_agents=28.75 | lr=0.000005 | entropy_coef=0.0300
[Progress] Iter 960/1000 | avg_reward=85.0651 | p2p_mean=0.1016 | grid_buy_mean=3.1558 | grid_sell_mean=0.2929 | carbon_resp_mean=1.8431 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000004 | entropy_coef=0.0300
[Progress] Iter 965/1000 | avg_reward=85.8720 | p2p_mean=0.1284 | grid_buy_mean=3.1394 | grid_sell_mean=0.2915 | carbon_resp_mean=1.8292 | carbon_price=50.0000 | avg_agents=28.25 | lr=0.000004 | entropy_coef=0.0300
[Progress] Iter 970/1000 | avg_reward=85.5378 | p2p_mean=0.1170 | grid_buy_mean=3.0897 | grid_sell_mean=0.2987 | carbon_resp_mean=1.8021 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000003 | entropy_coef=0.0300
[Progress] Iter 975/1000 | avg_reward=84.7780 | p2p_mean=0.1020 | grid_buy_mean=3.1065 | grid_sell_mean=0.3050 | carbon_resp_mean=1.8253 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000003 | entropy_coef=0.0300
[Progress] Iter 980/1000 | avg_reward=84.6292 | p2p_mean=0.1096 | grid_buy_mean=3.0263 | grid_sell_mean=0.3137 | carbon_resp_mean=1.7734 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000002 | entropy_coef=0.0300
[Progress] Iter 985/1000 | avg_reward=84.0645 | p2p_mean=0.1062 | grid_buy_mean=3.0469 | grid_sell_mean=0.3150 | carbon_resp_mean=1.7938 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000002 | entropy_coef=0.0300
[Progress] Iter 990/1000 | avg_reward=84.5665 | p2p_mean=0.1285 | grid_buy_mean=3.0473 | grid_sell_mean=0.3123 | carbon_resp_mean=1.7804 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000001 | entropy_coef=0.0300
[Progress] Iter 995/1000 | avg_reward=85.0543 | p2p_mean=0.1298 | grid_buy_mean=3.1301 | grid_sell_mean=0.3111 | carbon_resp_mean=1.8269 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000001 | entropy_coef=0.0300
[Progress] Iter 1000/1000 | avg_reward=85.5908 | p2p_mean=0.1255 | grid_buy_mean=3.0555 | grid_sell_mean=0.3039 | carbon_resp_mean=1.7816 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000000 | entropy_coef=0.0300
[Progress] Summary saved to: /Users/joujou/Desktop/论文-1.1/dp-lcrl-rl/runs/paper_full_seed43/paper_training_summary.html
